SitRecID,Country,ISO3,NatName,IntName,SitLat,SitLong,SitArea,IbaStatus,AzeStatus,AddedDate,ChangeDate,Source,DelTxt,DelGeom,Shape_Leng,Shape_Area,KBA_Qual,CTRY,area_m2_int
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,1149.665
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,1150.071
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,1150.644
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,1150.044
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,1149.853
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,1151.372
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,1151.813
"22457",Madagascar,MDG,Ile Sainte-Marie (Ambohidena),Sainte-Marie Island (Ambohidena),-16.89576698800,49.91290649770,"19236",,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.08533579475,0.01631424264,Global/ Regional to be determined,Madagascar,1151.812
"45359",Madagascar,MDG,Itampolo Ouest - Mahafaly,West Itampolo - Mahafaly,-24.25601294030,43.69507084480,"11118",,,2016/03/17,,"MBP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,0.81441368563,0.00988471371,Global/ Regional to be determined,Madagascar,557018.702
"45359",Madagascar,MDG,Itampolo Ouest - Mahafaly,West Itampolo - Mahafaly,-24.25601294030,43.69507084480,"11118",,,2016/03/17,,"MBP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,0.81441368563,0.00988471371,Global/ Regional to be determined,Madagascar,1046.029
"45359",Madagascar,MDG,Itampolo Ouest - Mahafaly,West Itampolo - Mahafaly,-24.25601294030,43.69507084480,"11118",,,2016/03/17,,"MBP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,0.81441368563,0.00988471371,Global/ Regional to be determined,Madagascar,1044.261
"45359",Madagascar,MDG,Itampolo Ouest - Mahafaly,West Itampolo - Mahafaly,-24.25601294030,43.69507084480,"11118",,,2016/03/17,,"MBP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,0.81441368563,0.00988471371,Global/ Regional to be determined,Madagascar,1045.122
"23322",Madagascar,MDG,Réserve Naturelle Intégrale de Lokobe,Lokobe Strict Nature Reserve,-13.39929604880,48.32022060040,"1584",,confirmed,2016/03/17,,,,3. draft polygon,0.13410291273,0.00132203154,Global,Madagascar,3738.736
"6595",Madagascar,MDG,Nosy Manitse Future SAPM Marine et zones humides ajacentes,Nosy Manitse Future SAPM Marine and surrounding wetlands,-25.14043815630,44.29485230420,"23328",confirmed,,2016/03/17,,,added boundary,3. draft polygon,1.19094833173,0.02088433124,Global,Madagascar,2044342.385
"6530",Madagascar,MDG,Zone humide d'Ambavanankarana,Ambavanankarana wetland,-13.20838279240,48.81771870410,"51441",confirmed,,2016/03/17,,"Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.91142114989,0.04289738584,Global,Madagascar,1188.952
"22428",Madagascar,MDG,NAP Ampasindava - Baie de Rigny (Est),Ampasindava - Rigny Bay (East) NPA,-13.68243047820,48.20104128060,"162611",,confirmed,2016/03/17,,"SAGE, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,2.80879160617,0.13586339398,Global,Madagascar,9581125.170
"22428",Madagascar,MDG,NAP Ampasindava - Baie de Rigny (Est),Ampasindava - Rigny Bay (East) NPA,-13.68243047820,48.20104128060,"162611",,confirmed,2016/03/17,,"SAGE, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,2.80879160617,0.13586339398,Global,Madagascar,1186.783
"22428",Madagascar,MDG,NAP Ampasindava - Baie de Rigny (Est),Ampasindava - Rigny Bay (East) NPA,-13.68243047820,48.20104128060,"162611",,confirmed,2016/03/17,,"SAGE, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,2.80879160617,0.13586339398,Global,Madagascar,1187.011
"22428",Madagascar,MDG,NAP Ampasindava - Baie de Rigny (Est),Ampasindava - Rigny Bay (East) NPA,-13.68243047820,48.20104128060,"162611",,confirmed,2016/03/17,,"SAGE, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,2.80879160617,0.13586339398,Global,Madagascar,1187.297
"22428",Madagascar,MDG,NAP Ampasindava - Baie de Rigny (Est),Ampasindava - Rigny Bay (East) NPA,-13.68243047820,48.20104128060,"162611",,confirmed,2016/03/17,,"SAGE, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,2.80879160617,0.13586339398,Global,Madagascar,1186.839
"45378",Madagascar,MDG,NAP Antrema,Antrema NPA,-15.76892985850,46.12397430710,"20656",,,2016/03/17,,"MNHN, Protected area from the Ministry of Forestry, 2000",existing protected area boundary,3. draft polygon,0.59486267400,0.01741972360,Global/ Regional to be determined,Madagascar,1164.123
"6583",Madagascar,MDG,NAP Complexe Lac Ihotry - Delta du Mangoky,Lake Ihotry - Mangoky Delta Complex NPA,-21.63559396210,43.73036271720,"176105",confirmed,,2016/03/17,,"ASITY, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,6.88959228739,0.15363366507,Global,Madagascar,1085.281
"6583",Madagascar,MDG,NAP Complexe Lac Ihotry - Delta du Mangoky,Lake Ihotry - Mangoky Delta Complex NPA,-21.63559396210,43.73036271720,"176105",confirmed,,2016/03/17,,"ASITY, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,6.88959228739,0.15363366507,Global,Madagascar,1088.181
"6583",Madagascar,MDG,NAP Complexe Lac Ihotry - Delta du Mangoky,Lake Ihotry - Mangoky Delta Complex NPA,-21.63559396210,43.73036271720,"176105",confirmed,,2016/03/17,,"ASITY, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,6.88959228739,0.15363366507,Global,Madagascar,1090.152
"6583",Madagascar,MDG,NAP Complexe Lac Ihotry - Delta du Mangoky,Lake Ihotry - Mangoky Delta Complex NPA,-21.63559396210,43.73036271720,"176105",confirmed,,2016/03/17,,"ASITY, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,6.88959228739,0.15363366507,Global,Madagascar,1091.162
"24674",Madagascar,MDG,NAP Pointe à Larrée,Pointe à Larrée NPA,-16.79583006340,49.71260261620,"4414",,,2016/03/17,,"MBG, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,0.60080216641,0.00374183825,Global/ Regional to be determined,Madagascar,1151.766
"22451",Madagascar,MDG,Parc National de Masoala - Parcelle II,Masoala National Park - Section II,-15.58995597410,50.28971783780,"67736",,,2016/03/17,,"MNP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,2.38866034946,0.05707587219,Global/ Regional to be determined,Madagascar,1161.957
"22505",Madagascar,MDG,Parc National de Masoala - Parcelle III,Masoala National Park - Section III,-15.52843188200,49.93793520090,"10743",,,2016/03/17,,"MNP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,0.60809107201,0.00904930186,Global/ Regional to be determined,Madagascar,1166.667
"6526",Madagascar,MDG,Parc National de Mitsio,Mitsio National Park,-12.89841363410,48.59162696690,"29878",confirmed,,2016/03/17,,"MNP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,0.85161802074,0.02488497809,Global/ Regional to be determined,Madagascar,298780960.626
"6532",Madagascar,MDG,Parc National de Nosy Tanihely,Nosy Tanihely National Park,-13.33360975190,48.27719095180,"39823",confirmed,,2016/03/17,,"MNP, Protected area from the Ministry of Forestry, 2010",existing protected area boundary,3. draft polygon,1.48537115196,0.03322497226,Global,Madagascar,1211611.377
"6655",Mauritius,MUS,Mauritius South-eastern Islets,Mauritius South-eastern Islets,-20.41387692750,57.74382810160,"36",confirmed,,2016/03/17,,IBA directory description,Digitised from Google Earth imagery. Interpretation from IBA directory,3. draft polygon,0.03719605336,0.00003141989,Global/ Regional to be determined,Mauritius,264321.404
"6661",Mauritius,MUS,Rodrigues Islets,Rodrigues Islets,-19.76017318200,63.38824218530,"223",confirmed,,2016/03/17,,"IBA directory description via Kellee Koenig; Conservation International",Digitised from GCSH layer with reference to Google Earth imagery.,3. draft polygon,0.20766005240,0.00019212363,Global/ Regional to be determined,Mauritius,314704.005
"6661",Mauritius,MUS,Rodrigues Islets,Rodrigues Islets,-19.76017318200,63.38824218530,"223",confirmed,,2016/03/17,,"IBA directory description via Kellee Koenig; Conservation International",Digitised from GCSH layer with reference to Google Earth imagery.,3. draft polygon,0.20766005240,0.00019212363,Global/ Regional to be determined,Mauritius,1233415.057
"6652",Mauritius,MUS,Plaine des Roches - Bras d'Eau,Plaine des Roches - Bras d'Eau,-20.13014270310,57.72396223510,"2458",confirmed,,2016/03/17,,"IBA Directory; Open Street Map","Esri Open Street Map basemap included by Kellee Koenig, Conservation International",3. draft polygon,0.28188671823,0.00212311834,Global/ Regional to be determined,Mauritius,1826.681
"45482",Mauritius,MUS,Versant Sud de Grande Montagne,South Slopes of Grande Montagne,-19.72413527720,63.46455872430,"612",,,2016/03/17,,GOUVERNEMENT,"Mountain, continued with western slope of the neighbouring onw, with a small corridor as to avoid urban area by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.15322327399,0.00052773042,Global/ Regional to be determined,Mauritius,72278.800
"45400",Mayotte (to France),MYT,Anse d'Hajangoua,Hajangoua Bay,-12.86203500970,45.20442705440,"62",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.09433635118,0.00005176718,Global/ Regional to be determined,France (Mayotte),272221.934
"45401",Mayotte (to France),MYT,Baie de Dzoumogné et de Longoni,Dzoumogné and Longoni Bay,-12.72890763130,45.13856049930,"135",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.11074744894,0.00011202609,Global/ Regional to be determined,France (Mayotte),1322392.380
"45402",Mayotte (to France),MYT,Cratères de Petite Terre,Petite Terre Craters,-12.78109137150,45.29083584460,"250",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.25235136991,0.00020810556,Global/ Regional to be determined,France (Mayotte),7954.706
"45409",Mayotte (to France),MYT,Réserve Naturelle Nationale de l’îlot Bouzi,Bouzi Islet National Natural Reserve,-12.81123443560,45.23560363940,"143",,,2016/03/17,,,,3. draft polygon,0.06066647798,0.00011886628,Global/ Regional to be determined,France (Mayotte),1427649.946
"45409",Mayotte (to France),MYT,Réserve Naturelle Nationale de l’îlot Bouzi,Bouzi Islet National Natural Reserve,-12.81123443560,45.23560363940,"143",,,2016/03/17,,,,3. draft polygon,0.06066647798,0.00011886628,Global/ Regional to be determined,France (Mayotte),606647.510
"45410",Mayotte (to France),MYT,Vasière des Badamiers,Badamiers mudflats,-12.78227103430,45.26747571000,"105",,,2016/03/17,,,,3. draft polygon,0.04326943369,0.00008734241,Global/ Regional to be determined,France (Mayotte),953810.353
"45403",Mayotte (to France),MYT,Ilot Karoni,Karoni Islet,-12.92004989500,45.14165708340,"16",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.01582373912,0.00001311553,Global/ Regional to be determined,France (Mayotte),9738.083
"45404",Mayotte (to France),MYT,Ilots de Dembeni,Dembeni Islets,-12.83786072310,45.24114927140,"8",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.03181348953,0.00000702676,Global/ Regional to be determined,France (Mayotte),25923.299
"45405",Mayotte (to France),MYT,Ilots de la Passe,La Passe Islets,-12.76790431960,45.25426685300,"7",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.02438223676,0.00000581604,Global/ Regional to be determined,France (Mayotte),5447.918
"45406",Mayotte (to France),MYT,Lagune d’Ambato-Mtsangamouli,Ambato-Mtsangamouli Lagoon,-12.76356663110,45.08318834080,"4",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.00863030112,0.00000371030,Global/ Regional to be determined,France (Mayotte),71.486
"7074",Mayotte (to France),MYT,Mangroves de la Baie de Bouéni,Bouéni Bay Mangroves,-12.91680092680,45.14602959640,"249",confirmed,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.22487465865,0.00020769625,Global/ Regional to be determined,France (Mayotte),2284673.926
"45407",Mayotte (to France),MYT,Parc naturel marin de Mayotte,Mayotte Marine Natural Park,-13.19553347960,45.28566359850,"6836856",,,2016/03/17,,"Gouvernement Francais, Existing PN boundary",,3. draft polygon,12.77750714010,5.70148838710,Global/ Regional to be determined,France (Mayotte),2588841.823
"45407",Mayotte (to France),MYT,Parc naturel marin de Mayotte,Mayotte Marine Natural Park,-13.19553347960,45.28566359850,"6836856",,,2016/03/17,,"Gouvernement Francais, Existing PN boundary",,3. draft polygon,12.77750714010,5.70148838710,Global/ Regional to be determined,France (Mayotte),809295.928
"45407",Mayotte (to France),MYT,Parc naturel marin de Mayotte,Mayotte Marine Natural Park,-13.19553347960,45.28566359850,"6836856",,,2016/03/17,,"Gouvernement Francais, Existing PN boundary",,3. draft polygon,12.77750714010,5.70148838710,Global/ Regional to be determined,France (Mayotte),2048048807.429
"45407",Mayotte (to France),MYT,Parc naturel marin de Mayotte,Mayotte Marine Natural Park,-13.19553347960,45.28566359850,"6836856",,,2016/03/17,,"Gouvernement Francais, Existing PN boundary",,3. draft polygon,12.77750714010,5.70148838710,Global/ Regional to be determined,France (Mayotte),1049174.424
"45408",Mayotte (to France),MYT,Pointes et Plages de Saziley et Charifou,Beaches and Capes of Saziley and Charifou,-12.98633392520,45.15519464320,"69",,,2016/03/17,,Gouvernement Francais,,3. draft polygon,0.14827572945,0.00005723389,Global/ Regional to be determined,France (Mayotte),120017.648
"45411",Mayotte (to France),MYT,Zone de protection de N'Gouja,N'Gouja Protected Area,-12.95899701590,45.09397854090,"236",,,2016/03/17,,Google Earth / Gouvernement Francais,searched in Google earth and created polygon based on country limit,3. draft polygon,0.06978514882,0.00019653689,Global/ Regional to be determined,France (Mayotte),72.497
"45426",Réunion (to France),REU,Réserve Naturelle Marine de La Réunion,La Réunion Marine Natural Reserve,-21.13650963010,55.25862513340,"3515",,,2016/03/17,,"Gouvernement Francais, Exisiting boundary",,3. draft polygon,0.77928009222,0.00305625072,Global/ Regional to be determined,France (Reunion),35148584.053
"45440",Réunion (to France),REU,ZNIEFF Ravine de l'Hermitage,ZNIEFF Ravine de l'Hermitage,-21.07803413350,55.23505641050,"12",,,2016/03/17,,"Gouvernement Francais, BDOrtho, ZNIEFF limit",,3. draft polygon,0.05622999558,0.00001051893,Global/ Regional to be determined,France (Reunion),564.802
"6791",Seychelles,SYC,Bancs Africains,African Banks,-4.89653002313,53.38398570610,"822",confirmed,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.12911375644,0.00067014362,Global,Seychelles,8197615.990
"6797",Seychelles,SYC,Farquhar - Ile du sud et îlots,Farquhar - South Island and islets,-10.18243816290,51.10973089320,"21236",confirmed,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.53543907199,0.01752122652,Global,Seychelles,1250.267
"45456",Seychelles,SYC,Ile Curieuse,Curieuse Island,-4.28175613285,55.72236791160,"153",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.10057308070,0.00012440917,Global/ Regional to be determined,Seychelles,0.121
"6792",Seychelles,SYC,Ile D'Arros et Atoll Saint-Joseph,D'Arros Island and Saint Joseph Atoll,-5.43047490142,53.33729268500,"2439",confirmed,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","existing PA limit, combined to make individual KBAs by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.21423812188,0.00198987572,Global/ Regional to be determined,Seychelles,1250.266
"45455",Seychelles,SYC,Ile Assomption,Assomption Island,-9.73090223789,46.51113746060,"1408",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.16732921133,0.00116007213,Global/ Regional to be determined,Seychelles,14079350.000
"45465",Seychelles,SYC,Lagon de Poivre et récifs environnants,Poivre Lagoon and surrounding reefs,-5.76144152638,53.30754796660,"1312",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.30354320257,0.00107116406,Global/ Regional to be determined,Seychelles,1250.267
"45469",Seychelles,SYC,Parc National Marin de Cap Ternay / Baie Ternay,Cap Ternay / Baie Ternay Marine National Park,-4.63941876744,55.38231616610,"618",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.12410942517,0.00050340987,Global/ Regional to be determined,Seychelles,2.055
"45469",Seychelles,SYC,Parc National Marin de Cap Ternay / Baie Ternay,Cap Ternay / Baie Ternay Marine National Park,-4.63941876744,55.38231616610,"618",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.12410942517,0.00050340987,Global/ Regional to be determined,Seychelles,870186.313
"45470",Seychelles,SYC,Parc National Marin de l'Ile Cocos,Ile Cocos Marine National Park,-4.31114085123,55.86565873500,"86",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.03448606322,0.00006965647,Global/ Regional to be determined,Seychelles,683203.824
"45471",Seychelles,SYC,Parc National Marin de l'Ile Curieuse,Curieuse Island Marine National Park,-4.29258832525,55.72963016110,"1462",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.26662481166,0.00119114094,Global/ Regional to be determined,Seychelles,13404044.062
"45471",Seychelles,SYC,Parc National Marin de l'Ile Curieuse,Curieuse Island Marine National Park,-4.29258832525,55.72963016110,"1462",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.26662481166,0.00119114094,Global/ Regional to be determined,Seychelles,1744700.050
"45472",Seychelles,SYC,Parc National Marin de Port Launay et zone humides côtières,Port Launay Marine National Park and coastal wetlands,-4.65147579897,55.39011861530,"164",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.07628493775,0.00013326130,Global/ Regional to be determined,Seychelles,1631015.170
"45473",Seychelles,SYC,Parc National Marin de Sainte-Anne (PNMSA),Sainte-Anne Marine National Park (SAMNP),-4.62098828156,55.50125092460,"969",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.28356124622,0.00078948007,Global/ Regional to be determined,Seychelles,9574329.858
"45474",Seychelles,SYC,Parc National Marin de Silhouette,Silhouette Marine National Park,-4.48783251930,55.23056260040,"2131",,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.40914952578,0.00173676666,Global/ Regional to be determined,Seychelles,21030330.488
"6799",Seychelles,SYC,Réserve Spéciale d'Aldabra,Aldabra Special Reserve,-9.41776602850,46.35409932860,"91948",confirmed,de-listed,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,1.07759243926,0.07569281444,Global,Seychelles,766942634.420
"6781",Seychelles,SYC,Reserve Spéciale de l'Ile Aride,Aride Island Special Reserve,-4.21074544108,55.66748404530,"212",confirmed,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.05382127457,0.00017241208,Global,Seychelles,932336.697
"6783",Seychelles,SYC,Réserve Spéciale de l'Ile Cousin,Cousin Island Special Reserve,-4.33207334357,55.66243953180,"102",confirmed,,2016/03/17,,"Existing limit, KBAs Planification, just merged Proteced areas that shared the same Name","Based on the World Protected area Database, Island shape and 100m bathymetry by Andriambolantsoa Rasolohery, Conservation International",3. draft polygon,0.03483483504,0.00008317504,Global,Seychelles,725731.724
"7008",Tanzania,TZA,Zanzibar Island-East Coast,Zanzibar Island-East Coast,-6.17334458350,39.48503301870,"10534",confirmed,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,0.41092853333,0.00860657766,Global,Zanzibar,630350.901
"7008",Tanzania,TZA,Zanzibar Island-East Coast,Zanzibar Island-East Coast,-6.17334458350,39.48503301870,"10534",confirmed,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,0.41092853333,0.00860657766,Global,Zanzibar,3101153.577
"7008",Tanzania,TZA,Zanzibar Island-East Coast,Zanzibar Island-East Coast,-6.17334458350,39.48503301870,"10534",confirmed,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,0.41092853333,0.00860657766,Global,Zanzibar,133082.733
"7008",Tanzania,TZA,Zanzibar Island-East Coast,Zanzibar Island-East Coast,-6.17334458350,39.48503301870,"10534",confirmed,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,0.41092853333,0.00860657766,Global,Zanzibar,57913819.374
"7008",Tanzania,TZA,Zanzibar Island-East Coast,Zanzibar Island-East Coast,-6.17334458350,39.48503301870,"10534",confirmed,,2008/06/09,2008/06/09,"Conservation International, Shapefile: E_Arc_KBA_poly_20070918.shp",,3. draft polygon,0.41092853333,0.00860657766,Global,Zanzibar,57201949.406
"47055",Madagascar,MDG,Irodo,Irodo,-12.61689694570,49.47683545730,"15733",,confirmed,2018/11/21,,"Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., King, T., Lewis, R., Louis, E.E., Markolf, M., Mass, V., *","Delineated using a combination of river lines, forest patch boundaries, and topography, to surround the forest fragments the species is known from",3. draft polygon,0.63058848947,0.01308919188,Global,Madagascar,1195.821
"7020",Tanzania,TZA,Jozani Forest,Jozani Forest,-6.22938248289,39.40249071620,"6699",confirmed,confirmed,2008/06/09,2008/06/09,IUCN SSC Amphibian Specialist Group. 2016. Kassina jozani. The IUCN Red List of Threatened Species 2016: e.T136136A84397117. http://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T136136A84397117.en. Downloaded on 24 February 2017.,No change from existing AZE,3. draft polygon,0.43233170198,0.00547404316,Global,Zanzibar,9708510.945
"7020",Tanzania,TZA,Jozani Forest,Jozani Forest,-6.22938248289,39.40249071620,"6699",confirmed,confirmed,2008/06/09,2008/06/09,IUCN SSC Amphibian Specialist Group. 2016. Kassina jozani. The IUCN Red List of Threatened Species 2016: e.T136136A84397117. http://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T136136A84397117.en. Downloaded on 24 February 2017.,No change from existing AZE,3. draft polygon,0.43233170198,0.00547404316,Global,Zanzibar,11517570.884
"7020",Tanzania,TZA,Jozani Forest,Jozani Forest,-6.22938248289,39.40249071620,"6699",confirmed,confirmed,2008/06/09,2008/06/09,IUCN SSC Amphibian Specialist Group. 2016. Kassina jozani. The IUCN Red List of Threatened Species 2016: e.T136136A84397117. http://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T136136A84397117.en. Downloaded on 24 February 2017.,No change from existing AZE,3. draft polygon,0.43233170198,0.00547404316,Global,Zanzibar,953798.679
"6538",Madagascar,MDG,Parc National de Masoala,Masoala National Park,-15.51275255730,50.11929817150,"207058",confirmed,confirmed,2016/03/17,2018/11/21,"Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., King, T., Lewis, R., Louis, E.E., Markolf, M., Mass, V., *",Based on existing KBA,3. draft polygon,4.05679066395,0.17440907664,Global,Madagascar,8454.060
"6538",Madagascar,MDG,Parc National de Masoala,Masoala National Park,-15.51275255730,50.11929817150,"207058",confirmed,confirmed,2016/03/17,2018/11/21,"Andriaholinirina, N., Baden, A., Blanco, M., Chikhi, L., Cooke, A., Davies, N., Dolch, R., Donati, G., Ganzhorn, J., Golden, C., Groeneveld, L.F., Hapke, A., Irwin, M., Johnson, S., Kappeler, P., King, T., Lewis, R., Louis, E.E., Markolf, M., Mass, V., *",Based on existing KBA,3. draft polygon,4.05679066395,0.17440907664,Global,Madagascar,1163.590
